,_id,_is_deleted,_vehicle._congestion_level,_vehicle._current_status,_vehicle._current_stop_sequence,_vehicle._occupancy_status,_vehicle._position._bearing,_vehicle._position._latitude,_vehicle._position._longitude,_vehicle._position._odometer,_vehicle._position._speed,_vehicle._stop_id,_vehicle._timestamp,_vehicle._trip._direction_id,_vehicle._trip._route_id,_vehicle._trip._schedule_relationship,_vehicle._trip._start_date,_vehicle._trip._start_time,_vehicle._trip._trip_id,_vehicle._vehicle._id,_vehicle._vehicle._label,timestamp,start_datetime,timedelta,distancia_al_final
101,40,False,0,2,63,0,0,-3451098,-5851254,50859,6944444.0,6861103985,1674593326,0.0,99,0.0,20230124,15:57:00,10065-1,8521,74-70,2023-01-24 20:48:46,2023-01-24 15:57:00,0 days 04:51:46,0.0041969912199066
102,89,False,0,2,63,0,0,-3451099,-5851284,0,0.0,6861103985,1674593328,0.0,99,0.0,20230124,16:03:00,10067-1,19994,16-70,2023-01-24 20:48:48,2023-01-24 16:03:00,0 days 04:45:48,0.0042051612692028
103,90,False,0,2,63,0,0,-3451055,-5851277,71705,0.0,6861103985,1674593330,0.0,99,0.0,20230124,15:51:00,10063-1,20009,108-70,2023-01-24 20:48:50,2023-01-24 15:51:00,0 days 04:57:50,0.0046377498099818
104,61,False,0,2,65,0,0,-3463418,-583595657,50506,2.5,20853,1674593390,1.0,100,0.0,20230124,16:08:30,10400-1,8885,26-70,2023-01-24 20:49:50,2023-01-24 16:08:30,0 days 04:41:20,0.0049194357247559
105,89,False,0,2,63,0,0,-3451099,-5851284,0,0.0,6861103985,1674593392,0.0,99,0.0,20230124,16:03:00,10067-1,19994,16-70,2023-01-24 20:49:52,2023-01-24 16:03:00,0 days 04:46:52,0.0042051612692028
106,62,False,0,2,66,0,0,-3463816,-5835713,51017,9444444.0,207307,1674593450,1.0,100,0.0,20230124,16:08:30,10400-1,8885,26-70,2023-01-24 20:50:50,2023-01-24 16:08:30,0 days 04:42:20,0.00210865648222
107,90,False,0,2,63,0,0,-34511,-58512825,0,0.0,6861103985,1674593452,0.0,99,0.0,20230124,16:03:00,10067-1,19994,16-70,2023-01-24 20:50:52,2023-01-24 16:03:00,0 days 04:47:52,0.0041937893723909
108,91,False,0,2,63,0,0,-34511,-58512825,0,0.0,6861103985,1674593508,0.0,99,0.0,20230124,16:03:00,10067-1,19994,16-70,2023-01-24 20:51:48,2023-01-24 16:03:00,0 days 04:48:48,0.0041937893723909
109,30,False,0,2,62,0,0,-3451046,-5851282,50740,6388888.0,6861103987,1674593570,0.0,99,0.0,20230124,16:18:00,10072-1,8509,62-70,2023-01-24 20:52:50,2023-01-24 16:18:00,0 days 04:34:50,0.0047313168674253
110,90,False,0,2,63,0,0,-34511,-58512825,0,0.0,6861103985,1674593568,0.0,99,0.0,20230124,16:03:00,10067-1,19994,16-70,2023-01-24 20:52:48,2023-01-24 16:03:00,0 days 04:49:48,0.0041937893723909
111,15,False,0,2,65,0,0,-3463452,-583593941,74716,6111111.0,20853,1674593626,1.0,100,0.0,20230124,16:22:30,10404-1,8483,48-70,2023-01-24 20:53:46,2023-01-24 16:22:30,0 days 04:31:16,0.0045647843946891
112,84,False,0,2,65,0,0,-3463586,-5835856,50423,9722222.0,20853,1674593632,1.0,100,0.0,20230124,16:26:00,10405-1,10966,1970-07-01 00:00:00,2023-01-24 20:53:52,2023-01-24 16:26:00,0 days 04:27:52,0.0032449117337771
113,90,False,0,2,63,0,0,-34511,-5851282,0,0.0,6861103985,1674593630,0.0,99,0.0,20230124,16:03:00,10067-1,19994,16-70,2023-01-24 20:53:50,2023-01-24 16:03:00,0 days 04:50:50,0.0041933284273925
114,15,False,0,2,66,0,0,-3463843,-583571739,75206,5277777.0,207307,1674593690,1.0,100,0.0,20230124,16:22:30,10404-1,8483,48-70,2023-01-24 20:54:50,2023-01-24 16:22:30,0 days 04:32:20,0.0019653619946466
115,84,False,0,1,66,0,0,-3463864,-5835786,50813,1111111.0,207307,1674593688,1.0,100,0.0,20230124,16:26:00,10405-1,10966,1970-07-01 00:00:00,2023-01-24 20:54:48,2023-01-24 16:26:00,0 days 04:28:48,0.0012485304001071
116,90,False,0,2,63,0,0,-34511,-5851282,0,0.0,6861103985,1674593688,0.0,99,0.0,20230124,16:03:00,10067-1,19994,16-70,2023-01-24 20:54:48,2023-01-24 16:03:00,0 days 04:51:48,0.0041933284273925
117,90,False,0,2,63,0,0,-34511,-5851282,0,0.0,6861103985,1674593722,0.0,99,0.0,20230124,16:03:00,10067-1,19994,16-70,2023-01-24 20:55:22,2023-01-24 16:03:00,0 days 04:52:22,0.0041933284273925
118,91,False,0,2,63,0,0,-34511,-5851282,0,0.0,6861103985,1674593810,0.0,99,0.0,20230124,16:03:00,10067-1,19994,16-70,2023-01-24 20:56:50,2023-01-24 16:03:00,0 days 04:53:50,0.0041933284273925
119,33,False,0,1,63,0,0,-3451152,-585124741,51059,1666666.0,6861103985,1674593870,0.0,99,0.0,20230124,16:06:00,10068-1,8511,78-70,2023-01-24 20:57:50,2023-01-24 16:06:00,0 days 04:51:50,0.003655899578766
120,43,False,0,1,63,0,0,-3451158,-5851248,145579,2.5,6861103985,1674593870,0.0,99,0.0,20230124,16:06:00,10068-1,8523,67-70,2023-01-24 20:57:50,2023-01-24 16:06:00,0 days 04:51:50,0.0035959704253492
121,91,False,0,2,63,0,0,-34511,-5851282,0,0.0,6861103985,1674593868,0.0,99,0.0,20230124,16:03:00,10067-1,19994,16-70,2023-01-24 20:57:48,2023-01-24 16:03:00,0 days 04:54:48,0.0041933284273925
122,91,False,0,2,63,0,0,-34511,-5851282,0,0.0,6861103985,1674593930,0.0,99,0.0,20230124,16:03:00,10067-1,19994,16-70,2023-01-24 20:58:50,2023-01-24 16:03:00,0 days 04:55:50,0.0041933284273925
123,93,False,0,2,63,0,0,-34511,-5851282,0,0.0,6861103985,1674593992,0.0,99,0.0,20230124,16:03:00,10067-1,19994,16-70,2023-01-24 20:59:52,2023-01-24 16:03:00,0 days 04:56:52,0.0041933284273925
124,45,False,0,2,66,0,0,-346374,-5835768,74828,119444437.0,207307,1674594050,1.0,100,0.0,20230124,16:29:30,10406-1,8530,57-70,2023-01-24 21:00:50,2023-01-24 16:29:30,0 days 04:31:20,0.0021489858445318
125,93,False,0,2,63,0,0,-34511,-5851282,0,0.0,6861103985,1674594052,0.0,99,0.0,20230124,16:03:00,10067-1,19994,16-70,2023-01-24 21:00:52,2023-01-24 16:03:00,0 days 04:57:52,0.0041933284273925
126,44,False,0,2,66,0,0,-346374,-5835768,74828,119444437.0,207307,1674594050,1.0,100,0.0,20230124,16:29:30,10406-1,8530,57-70,2023-01-24 21:00:50,2023-01-24 16:29:30,0 days 04:31:20,0.0021489858445318
127,92,False,0,2,63,0,0,-3451099,-585128059,0,0.0,6861103985,1674594110,0.0,99,0.0,20230124,16:03:00,10067-1,19994,16-70,2023-01-24 21:01:50,2023-01-24 16:03:00,0 days 04:58:50,0.0042020214766233
128,13,False,0,1,63,0,0,-3451155,-5851212,147653,0.555555,6861103985,1674594168,0.0,99,0.0,20230124,16:24:00,10074-1,8480,36-70,2023-01-24 21:02:48,2023-01-24 16:24:00,0 days 04:38:48,0.0036394358491396
129,59,False,0,2,66,0,0,-3463673,-583581,75153,5833333.0,207307,1674594170,1.0,100,0.0,20230124,16:33:00,10407-1,8822,52-70,2023-01-24 21:02:50,2023-01-24 16:33:00,0 days 04:29:50,0.0025191459187597
130,90,False,0,2,63,0,0,-3451099,-585128059,0,0.0,6861103985,1674594172,0.0,99,0.0,20230124,16:03:00,10067-1,19994,16-70,2023-01-24 21:02:52,2023-01-24 16:03:00,0 days 04:59:52,0.0042020214766233
131,17,False,0,2,65,0,0,-3463551,-583586655,52053,5.0,20853,1674594230,1.0,100,0.0,20230124,16:22:30,10404-1,8485,22-70,2023-01-24 21:03:50,2023-01-24 16:22:30,0 days 04:41:20,0.0035792136580586
132,91,False,0,2,63,0,0,-3451099,-585128059,0,0.0,6861103985,1674594172,0.0,99,0.0,20230124,16:03:00,10067-1,19994,16-70,2023-01-24 21:02:52,2023-01-24 16:03:00,0 days 04:59:52,0.0042020214766233
133,88,False,0,2,63,0,0,-3451093,-585127945,13,0.0,6861103985,1674594412,0.0,99,0.0,20230124,16:24:00,10074-1,13650,18-70,2023-01-24 21:06:52,2023-01-24 16:24:00,0 days 04:42:52,0.0042608171106004
134,87,False,0,2,63,0,0,-3451093,-585127945,13,0.0,6861103985,1674594470,0.0,99,0.0,20230124,16:24:00,10074-1,13650,18-70,2023-01-24 21:07:50,2023-01-24 16:24:00,0 days 04:43:50,0.0042608171106004
135,12,False,0,2,63,0,0,-3451067,-585127258,52669,2.5,6861103985,1674594498,0.0,99,0.0,20230124,16:27:00,10075-1,8478,111-70,2023-01-24 21:08:18,2023-01-24 16:27:00,0 days 04:41:18,0.004515016555897
136,41,False,0,2,63,0,0,-3451089,-5851286,51049,0.0,6861103985,1674594530,0.0,99,0.0,20230124,16:27:00,10075-1,8521,74-70,2023-01-24 21:08:50,2023-01-24 16:27:00,0 days 04:41:50,0.0043066327101317
137,87,False,0,2,63,0,0,-3451093,-585127945,13,0.0,6861103985,1674594530,0.0,99,0.0,20230124,16:24:00,10074-1,13650,18-70,2023-01-24 21:08:50,2023-01-24 16:24:00,0 days 04:44:50,0.0042608171106004
138,42,False,0,2,63,0,0,-3451087,-585129,51049,0.0,6861103985,1674594586,0.0,99,0.0,20230124,16:27:00,10075-1,8521,74-70,2023-01-24 21:09:46,2023-01-24 16:27:00,0 days 04:42:46,0.0043306398257105
139,88,False,0,2,63,0,0,-3451093,-585127945,15,0.0,6861103985,1674594588,0.0,99,0.0,20230124,16:24:00,10074-1,13650,18-70,2023-01-24 21:09:48,2023-01-24 16:24:00,0 days 04:45:48,0.0042608171106004
140,42,False,0,2,63,0,0,-3451078,-5851294,51049,0.0,6861103985,1674594650,0.0,99,0.0,20230124,16:27:00,10075-1,8521,74-70,2023-01-24 21:10:50,2023-01-24 16:27:00,0 days 04:43:50,0.0044245107413171
141,88,False,0,2,63,0,0,-3451093,-585127945,16,0.0,6861103985,1674594650,0.0,99,0.0,20230124,16:24:00,10074-1,13650,18-70,2023-01-24 21:10:50,2023-01-24 16:24:00,0 days 04:46:50,0.0042608171106004
142,3,False,0,1,63,0,0,-3451166,-5851234,51493,0.555555,6861103985,1674594706,0.0,99,0.0,20230124,16:15:00,10071-1,2272,109-70,2023-01-24 21:11:46,2023-01-24 16:15:00,0 days 04:56:46,0.0035170077196401
143,44,False,0,2,63,0,0,-3451062,-5851276,50816,0.0,6861103985,1674594676,0.0,99,0.0,20230124,16:09:00,10069-1,8525,89-70,2023-01-24 21:11:16,2023-01-24 16:09:00,0 days 05:02:16,0.0045672139538209
144,88,False,0,2,63,0,0,-3451093,-585127945,17,0.0,6861103985,1674594708,0.0,99,0.0,20230124,16:24:00,10074-1,13650,18-70,2023-01-24 21:11:48,2023-01-24 16:24:00,0 days 04:47:48,0.0042608171106004
145,87,False,0,2,63,0,0,-3451093,-585127945,17,0.0,6861103985,1674594768,0.0,99,0.0,20230124,16:24:00,10074-1,13650,18-70,2023-01-24 21:12:48,2023-01-24 16:24:00,0 days 04:48:48,0.0042608171106004
146,93,False,0,2,63,0,0,-34511,-5851262,71942,0.0,6861103985,1674594770,0.0,99,0.0,20230124,16:30:00,10076-1,20009,108-70,2023-01-24 21:12:50,2023-01-24 16:30:00,0 days 04:42:50,0.0041797563684955
147,87,False,0,2,63,0,0,-3451093,-585127945,17,0.0,6861103985,1674594828,0.0,99,0.0,20230124,16:24:00,10074-1,13650,18-70,2023-01-24 21:13:48,2023-01-24 16:24:00,0 days 04:49:48,0.0042608171106004
148,93,False,0,2,63,0,0,-3451101,-5851262,71942,0.0,6861103985,1674594832,0.0,99,0.0,20230124,16:30:00,10076-1,20009,108-70,2023-01-24 21:13:52,2023-01-24 16:30:00,0 days 04:43:52,0.0041697660965588
149,87,False,0,2,63,0,0,-3451093,-585127945,17,0.0,6861103985,1674594888,0.0,99,0.0,20230124,16:24:00,10074-1,13650,18-70,2023-01-24 21:14:48,2023-01-24 16:24:00,0 days 04:50:48,0.0042608171106004
150,93,False,0,2,63,0,0,-34511,-5851262,71942,0.0,6861103985,1674594892,0.0,99,0.0,20230124,16:30:00,10076-1,20009,108-70,2023-01-24 21:14:52,2023-01-24 16:30:00,0 days 04:44:52,0.0041797563684955
151,86,False,0,2,63,0,0,-3451093,-585127945,17,0.0,6861103985,1674594948,0.0,99,0.0,20230124,16:24:00,10074-1,13650,18-70,2023-01-24 21:15:48,2023-01-24 16:24:00,0 days 04:51:48,0.0042608171106004
152,90,False,0,1,63,0,0,-345114,-585122452,50547,5833333.0,6861103985,1674594950,0.0,99,0.0,20230124,16:24:00,10074-1,19978,85-70,2023-01-24 21:15:50,2023-01-24 16:24:00,0 days 04:51:50,0.003780512793258
153,92,False,0,2,63,0,0,-34511,-585126152,71942,0.0,6861103985,1674594950,0.0,99,0.0,20230124,16:30:00,10076-1,20009,108-70,2023-01-24 21:15:50,2023-01-24 16:30:00,0 days 04:45:50,0.0041795477004072
154,15,False,0,2,65,0,0,-3463415,-5835962,50348,1388888.0,20853,1674595010,1.0,100,0.0,20230124,16:47:00,10411-1,8482,43-70,2023-01-24 21:16:50,2023-01-24 16:47:00,0 days 04:29:50,0.0049554091818972
155,47,False,0,1,63,0,0,-3451134,-585123,51572,6388888.0,6861103985,1674595010,0.0,99,0.0,20230124,16:33:00,10077-1,8560,103-70,2023-01-24 21:16:50,2023-01-24 16:33:00,0 days 04:43:50,0.0038381067337978
156,64,False,0,2,65,0,0,-3463443,-583593941,142184,6111111.0,20853,1674595006,1.0,100,0.0,20230124,16:43:30,10410-1,8962,73-70,2023-01-24 21:16:46,2023-01-24 16:43:30,0 days 04:33:16,0.0046545062649005
157,87,False,0,2,63,0,0,-3451093,-585127945,18,0.0,6861103985,1674595008,0.0,99,0.0,20230124,16:24:00,10074-1,13650,18-70,2023-01-24 21:16:48,2023-01-24 16:24:00,0 days 04:52:48,0.0042608171106004
158,93,False,0,2,63,0,0,-34511,-585126152,71942,0.0,6861103985,1674594982,0.0,99,0.0,20230124,16:30:00,10076-1,20009,108-70,2023-01-24 21:16:22,2023-01-24 16:30:00,0 days 04:46:22,0.0041795477004072
159,15,False,0,2,66,0,0,-3463654,-5835818,50658,0.555555,207307,1674595070,1.0,100,0.0,20230124,16:47:00,10411-1,8482,43-70,2023-01-24 21:17:50,2023-01-24 16:47:00,0 days 04:30:50,0.0026699865467877
160,66,False,0,2,66,0,0,-3463836,-5835713,142670,5833333.0,207307,1674595068,1.0,100,0.0,20230124,16:43:30,10410-1,8962,73-70,2023-01-24 21:17:48,2023-01-24 16:43:30,0 days 04:34:18,0.002030337942316
161,89,False,0,2,63,0,0,-3451093,-585127945,19,0.0,6861103985,1674595070,0.0,99,0.0,20230124,16:24:00,10074-1,13650,18-70,2023-01-24 21:17:50,2023-01-24 16:24:00,0 days 04:53:50,0.0042608171106004
162,95,False,0,2,63,0,0,-34511,-585126152,71942,0.0,6861103985,1674595070,0.0,99,0.0,20230124,16:30:00,10076-1,20009,108-70,2023-01-24 21:17:50,2023-01-24 16:30:00,0 days 04:47:50,0.0041795477004072
163,14,False,0,2,66,0,0,-3463662,-5835818,164186,8055555.0,207307,1674595160,1.0,100,0.0,20230124,17:01:00,10415-1,8481,112-70,2023-01-24 21:19:20,2023-01-24 17:01:00,0 days 04:18:20,0.0025942945399485
164,40,False,0,1,63,0,0,-3451133,-5851226,51043,5.0,6861103985,1674595156,0.0,99,0.0,20230124,16:12:00,10070-1,8519,83-70,2023-01-24 21:19:16,2023-01-24 16:12:00,0 days 05:07:16,0.0038497206781786
165,58,False,0,1,66,0,0,-3463867,-58357666,51022,6111111.0,207307,1674595160,1.0,100,0.0,20230124,16:50:30,10412-1,8610,32-70,2023-01-24 21:19:20,2023-01-24 16:50:30,0 days 04:28:50,0.0014234732733689
166,89,False,0,2,63,0,0,-3451091,-5851286,32,0.555555,6861103985,1674595158,0.0,99,0.0,20230124,16:24:00,10074-1,13650,18-70,2023-01-24 21:19:18,2023-01-24 16:24:00,0 days 04:55:18,0.004286730374071
167,95,False,0,2,63,0,0,-34511,-585126,71942,0.0,6861103985,1674595162,0.0,99,0.0,20230124,16:30:00,10076-1,20009,108-70,2023-01-24 21:19:22,2023-01-24 16:30:00,0 days 04:49:22,0.0041789232225514
168,14,False,0,2,66,0,0,-3463749,-5835768,164293,0.0,207307,1674595216,1.0,100,0.0,20230124,17:01:00,10415-1,8481,112-70,2023-01-24 21:20:16,2023-01-24 17:01:00,0 days 04:19:16,0.0020798000288483
169,48,False,0,1,63,0,0,-3451155,-585122147,48563,0.0,6861103985,1674595216,0.0,99,0.0,20230124,16:30:00,10076-1,8559,102-70,2023-01-24 21:20:16,2023-01-24 16:30:00,0 days 04:50:16,0.0036324413181776
170,89,False,0,2,63,0,0,-345108,-5851294,49,0.0,6861103985,1674595220,0.0,99,0.0,20230124,16:24:00,10074-1,13650,18-70,2023-01-24 21:20:20,2023-01-24 16:24:00,0 days 04:56:20,0.0044046415631666
171,95,False,0,2,63,0,0,-34511,-585126,71942,0.0,6861103985,1674595218,0.0,99,0.0,20230124,16:30:00,10076-1,20009,108-70,2023-01-24 21:20:18,2023-01-24 16:30:00,0 days 04:50:18,0.0041789232225514
172,96,False,0,2,63,0,0,-3451063,-5851272,51672,0.277777,6861103985,1674595218,0.0,99,0.0,20230124,16:30:00,10076-1,20015,64-70,2023-01-24 21:20:18,2023-01-24 16:30:00,0 days 04:50:18,0.004554569277112
173,14,False,0,2,66,0,0,-346376,-583575859,164309,5.0,207307,1674595248,1.0,100,0.0,20230124,17:01:00,10415-1,8481,112-70,2023-01-24 21:20:48,2023-01-24 17:01:00,0 days 04:19:48,0.0020623485083792
174,94,False,0,2,63,0,0,-3451106,-585126343,71942,0.277777,6861103985,1674595278,0.0,99,0.0,20230124,16:30:00,10076-1,20009,108-70,2023-01-24 21:21:18,2023-01-24 16:30:00,0 days 04:51:18,0.0041204792257696
175,73,False,0,2,63,0,0,-3451059,-5851276,72489,1388888.0,6861103985,1674595340,0.0,99,0.0,20230124,16:42:00,10080-1,8978,1970-06-01 00:00:00,2023-01-24 21:22:20,2023-01-24 16:42:00,0 days 04:40:20,0.0045971388166987
176,73,False,0,2,63,0,0,-3451059,-5851276,72489,1388888.0,6861103985,1674595340,0.0,99,0.0,20230124,16:42:00,10080-1,8978,1970-06-01 00:00:00,2023-01-24 21:22:20,2023-01-24 16:42:00,0 days 04:40:20,0.0045971388166987
177,47,False,0,2,63,0,0,-3451086,-585129,51678,0.0,6861103985,1674595460,0.0,99,0.0,20230124,16:42:00,10080-1,8555,96-70,2023-01-24 21:24:20,2023-01-24 16:42:00,0 days 04:42:20,0.0043405823687607
178,47,False,0,2,63,0,0,-3451086,-585129,51678,0.0,6861103985,1674595490,0.0,99,0.0,20230124,16:42:00,10080-1,8555,96-70,2023-01-24 21:24:50,2023-01-24 16:42:00,0 days 04:42:50,0.0043405823687607
179,47,False,0,2,63,0,0,-3451086,-585129,51678,0.0,6861103985,1674595578,0.0,99,0.0,20230124,16:42:00,10080-1,8555,96-70,2023-01-24 21:26:18,2023-01-24 16:42:00,0 days 04:44:18,0.0043405823687607
180,47,False,0,2,63,0,0,-3451086,-585129,51678,0.0,6861103985,1674595640,0.0,99,0.0,20230124,16:42:00,10080-1,8555,96-70,2023-01-24 21:27:20,2023-01-24 16:42:00,0 days 04:45:20,0.0043405823687607
181,47,False,0,2,63,0,0,-3451086,-585129,51678,0.0,6861103985,1674595698,0.0,99,0.0,20230124,16:42:00,10080-1,8555,96-70,2023-01-24 21:28:18,2023-01-24 16:42:00,0 days 04:46:18,0.0043405823687607
182,47,False,0,2,63,0,0,-3451086,-58512886,51678,0.0,6861103985,1674595758,0.0,99,0.0,20230124,16:42:00,10080-1,8555,96-70,2023-01-24 21:29:18,2023-01-24 16:42:00,0 days 04:47:18,0.0043391077999971
183,47,False,0,2,63,0,0,-3451087,-58512886,51678,0.0,6861103985,1674595820,0.0,99,0.0,20230124,16:42:00,10080-1,8555,96-70,2023-01-24 21:30:20,2023-01-24 16:42:00,0 days 04:48:20,0.004329161870389
184,47,False,0,2,63,0,0,-3451087,-58512886,51678,0.0,6861103985,1674595876,0.0,99,0.0,20230124,16:42:00,10080-1,8555,96-70,2023-01-24 21:31:16,2023-01-24 16:42:00,0 days 04:49:16,0.004329161870389
185,47,False,0,2,63,0,0,-3451087,-58512886,51678,0.0,6861103985,1674595938,0.0,99,0.0,20230124,16:42:00,10080-1,8555,96-70,2023-01-24 21:32:18,2023-01-24 16:42:00,0 days 04:50:18,0.004329161870389
186,85,False,0,2,65,0,0,-3463414,-583596,23888,0.277777,20853,1674595910,1.0,100,0.0,20230124,16:57:30,10414-1,10883,1970-01-01 00:00:00,2023-01-24 21:31:50,2023-01-24 16:57:30,0 days 04:34:20,0.0049630099899147
187,46,False,0,2,63,0,0,-3451087,-585129,51678,0.0,6861103985,1674595998,0.0,99,0.0,20230124,16:42:00,10080-1,8555,96-70,2023-01-24 21:33:18,2023-01-24 16:42:00,0 days 04:51:18,0.0043306398257105
188,84,False,0,1,66,0,0,-3463869,-583578339,24480,1111111.0,207307,1674596000,1.0,100,0.0,20230124,16:57:30,10414-1,10883,1970-01-01 00:00:00,2023-01-24 21:33:20,2023-01-24 16:57:30,0 days 04:35:50,0.0012570392873711
189,46,False,0,2,63,0,0,-3451087,-585129,51678,0.0,6861103985,1674596060,0.0,99,0.0,20230124,16:42:00,10080-1,8555,96-70,2023-01-24 21:34:20,2023-01-24 16:42:00,0 days 04:52:20,0.0043306398257105
190,47,False,0,2,63,0,0,-3451087,-585129,51678,0.0,6861103985,1674596120,0.0,99,0.0,20230124,16:42:00,10080-1,8555,96-70,2023-01-24 21:35:20,2023-01-24 16:42:00,0 days 04:53:20,0.0043306398257105
191,53,False,0,2,63,0,0,-3451059,-585127449,89041,0.0,6861103985,1674596118,0.0,99,0.0,20230124,16:57:00,10085-1,8580,1970-10-01 00:00:00,2023-01-24 21:35:18,2023-01-24 16:57:00,0 days 04:38:18,0.0045960989425815
192,47,False,0,2,63,0,0,-3451087,-585129,51678,0.0,6861103985,1674596178,0.0,99,0.0,20230124,16:42:00,10080-1,8555,96-70,2023-01-24 21:36:18,2023-01-24 16:42:00,0 days 04:54:18,0.0043306398257105
193,90,False,0,2,63,0,0,-3451109,-5851254,50614,0.0,6861103985,1674596178,0.0,99,0.0,20230124,16:54:00,10084-1,19978,85-70,2023-01-24 21:36:18,2023-01-24 16:54:00,0 days 04:42:18,0.0040870259725109
194,47,False,0,2,63,0,0,-3451087,-585129,51678,0.0,6861103985,1674596208,0.0,99,0.0,20230124,16:42:00,10080-1,8555,96-70,2023-01-24 21:36:48,2023-01-24 16:42:00,0 days 04:54:48,0.0043306398257105
195,90,False,0,2,63,0,0,-3451109,-5851254,50614,0.0,6861103985,1674596210,0.0,99,0.0,20230124,16:54:00,10084-1,19978,85-70,2023-01-24 21:36:50,2023-01-24 16:54:00,0 days 04:42:50,0.0040870259725109
196,93,False,0,2,63,0,0,-3451097,-5851268,51791,0.0,6861103985,1674596208,0.0,99,0.0,20230124,16:54:00,10084-1,20015,64-70,2023-01-24 21:36:48,2023-01-24 16:54:00,0 days 04:42:48,0.0042127778602724
197,22,False,0,1,63,0,0,-3451137,-585122452,50520,0.555555,6861103985,1674596300,0.0,99,0.0,20230124,16:45:00,10081-1,8493,120-70,2023-01-24 21:38:20,2023-01-24 16:45:00,0 days 04:53:20,0.0038104749021619
198,39,False,0,1,63,0,0,-3451135,-585122452,68862,0.0,6861103985,1674596298,0.0,99,0.0,20230124,16:51:00,10083-1,8518,25-70,2023-01-24 21:38:18,2023-01-24 16:51:00,0 days 04:47:18,0.0038304499709564
199,47,False,0,2,63,0,0,-3451087,-585129,51678,0.0,6861103985,1674596300,0.0,99,0.0,20230124,16:42:00,10080-1,8555,96-70,2023-01-24 21:38:20,2023-01-24 16:42:00,0 days 04:56:20,0.0043306398257105
200,90,False,0,2,63,0,0,-3451109,-5851254,50614,0.0,6861103985,1674596302,0.0,99,0.0,20230124,16:54:00,10084-1,19978,85-70,2023-01-24 21:38:22,2023-01-24 16:54:00,0 days 04:44:22,0.0040870259725109
201,93,False,0,2,63,0,0,-3451101,-5851268,51791,0.0,6861103985,1674596300,0.0,99,0.0,20230124,16:54:00,10084-1,20015,64-70,2023-01-24 21:38:20,2023-01-24 16:54:00,0 days 04:44:20,0.0041728457076692
202,38,False,0,2,65,0,0,-3463592,-5835858,75525,144444437.0,20853,1674596328,1.0,100,0.0,20230124,17:18:30,10420-1,8517,79-70,2023-01-24 21:38:48,2023-01-24 17:18:30,0 days 04:20:18,0.0031826599190005
203,47,False,0,2,63,0,0,-3451087,-585129,51678,0.0,6861103985,1674596330,0.0,99,0.0,20230124,16:42:00,10080-1,8555,96-70,2023-01-24 21:38:50,2023-01-24 16:42:00,0 days 04:56:50,0.0043306398257105
204,66,False,0,1,66,0,0,-3463876,-583577652,142971,0.0,207307,1674596328,1.0,100,0.0,20230124,16:57:30,10414-1,8962,73-70,2023-01-24 21:38:48,2023-01-24 16:57:30,0 days 04:41:18,0.0013042738976122
205,90,False,0,2,63,0,0,-3451109,-5851254,50614,0.0,6861103985,1674596328,0.0,99,0.0,20230124,16:54:00,10084-1,19978,85-70,2023-01-24 21:38:48,2023-01-24 16:54:00,0 days 04:44:48,0.0040870259725109
206,93,False,0,2,63,0,0,-3451105,-5851268,51791,0.0,6861103985,1674596328,0.0,99,0.0,20230124,16:54:00,10084-1,20015,64-70,2023-01-24 21:38:48,2023-01-24 16:54:00,0 days 04:44:48,0.0041329148672609
207,47,False,0,2,63,0,0,-3451087,-585129,51678,0.0,6861103985,1674596418,0.0,99,0.0,20230124,16:42:00,10080-1,8555,96-70,2023-01-24 21:40:18,2023-01-24 16:42:00,0 days 04:58:18,0.0043306398257105
208,90,False,0,2,63,0,0,-3451109,-5851254,50614,0.0,6861103985,1674596418,0.0,99,0.0,20230124,16:54:00,10084-1,19978,85-70,2023-01-24 21:40:18,2023-01-24 16:54:00,0 days 04:46:18,0.0040870259725109
209,93,False,0,2,63,0,0,-3451103,-585126648,51791,0.0,6861103985,1674596418,0.0,99,0.0,20230124,16:54:00,10084-1,20015,64-70,2023-01-24 21:40:18,2023-01-24 16:54:00,0 days 04:46:18,0.0041520144147172
210,47,False,0,2,63,0,0,-3451087,-585129,51678,0.0,6861103985,1674596476,0.0,99,0.0,20230124,16:42:00,10080-1,8555,96-70,2023-01-24 21:41:16,2023-01-24 16:42:00,0 days 04:59:16,0.0043306398257105
211,90,False,0,2,63,0,0,-345111,-585125351,50614,0.555555,6861103985,1674596482,0.0,99,0.0,20230124,16:54:00,10084-1,19978,85-70,2023-01-24 21:41:22,2023-01-24 16:54:00,0 days 04:47:22,0.0040769070543748
212,93,False,0,2,63,0,0,-3451105,-5851269,51791,0.0,6861103985,1674596480,0.0,99,0.0,20230124,16:54:00,10084-1,20015,64-70,2023-01-24 21:41:20,2023-01-24 16:54:00,0 days 04:47:20,0.0041335175456292
213,47,False,0,2,63,0,0,-3451087,-585129,51678,0.0,6861103985,1674596540,0.0,99,0.0,20230124,16:42:00,10080-1,8555,96-70,2023-01-24 21:42:20,2023-01-24 16:42:00,0 days 05:00:20,0.0043306398257105
214,50,False,0,2,65,0,0,-3463653,-5835821,24127,0.555555,20853,1674596540,1.0,100,0.0,20230124,17:22:00,10421-1,8575,1970-05-01 00:00:00,2023-01-24 21:42:20,2023-01-24 17:22:00,0 days 04:20:20,0.0026700779314476
